body,rate,likes,dislikes,created_at,is_buyer,product_id,Price,clean_body,word_count,char_len,unique_word_ratio,emoji_count,hour,dayofweek,iso_score,lof_score,knn_dist,ensemble_score,ae_score,threshold_Isolation,is_outlier_Isolation,threshold_LOF,is_outlier_LOF,threshold_KNN,is_outlier_KNN,threshold_Ensemble,is_outlier_Ensemble,threshold_Autoencoder,is_outlier_Autoencoder,votes,is_outlier_consensus,explain
بهترین شامپو برای موهایی که میریزه حتما امتحانش کنید من که خیلی راضب بودم,5.0,0,0,,True,10821739,600000,بهترین شامپو برای موهایی که میریزه حتما امتحانش کنید من که خیلی راضب بودم,14,73,0.9285714285714286,0,-1,-1,-0.021086028666583212,-5.387556299668606,4.917969161000945,0.3272265920519081,0.20467829747234018,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
تراکمش عالیه و در کل محکم و خوش جنسه,5.0,0,0,,True,3331597,79000,تراکمش عالیه و در کل محکم و خوش جنسه,9,36,0.8888888888888888,0,-1,-1,-0.05076716236121137,-4.415609479327822,5.891625211719088,0.26595200560046117,0.44770340456691654,-0.026150216236085322,0,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,0,0.19635706898523037,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: LOF، KNN، Autoencoder
من بینهایت راضی هستم و پیشنهاد میکنم,5.0,2,0,,False,9776156,1100000,من بینهایت راضی هستم و پیشنهاد می کنم,8,37,1.0,0,-1,-1,-0.0015799538204249175,-5.545729955396125,6.340940351778038,0.38576213139741733,0.06103323369511339,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
خیلی شیرپاکن خوبیه راضی بودم ,4.0,0,0,,True,1953996,233300,خیلی شیرپاکن خوبیه راضی بودم,5,28,1.0,0,-1,-1,-0.018270104090137462,-4.6428734144235735,6.507092922064817,0.34792963488380185,0.37265574135047896,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,5,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble، Autoencoder
برای من که دجار درماتیت سبوره هستم دکتر تجویزش کرد نسبت به شامپوهای دیگه خیلی خوبه واسه من و قیمتشم مناسب تره در عین حال. وقتی ازش استفاده میکنم هم شوره خیلی کم میشه هم خارش و به کسانی که دچار شوره ناشی از این بیماری هستند توصیش میکنم. راستی چقد شیوه بسته بندی و ارسال دی جی جدیدا خوب شده واقعا تغییر اساسی و خوبی بود دی جی جان ممنووووون واقعا سرعت ارسالم عالی یود بعلاوه بسته بندی خوب که محصول نسبت به قبل سالم و بهتر به دستمون میرسه.,5.0,3,0,,True,3216505,760000,برای من که دجار درماتیت سبوره هستم دکتر تجویزش کرد نسبت به شامپوهای دیگه خیلی خوبه واسه من و قیمتشم مناسب تره در عین حال وقتی ازش استفاده می کنم هم شوره خیلی کم میشه هم خارش و به کسانی که دچار شوره ناشی از این بیماری هستند توصیش می کنم راستی چقد شیوه بسته بندی و ارسال دی جی جدیدا خوب شده واقعا تغییر اساسی و خوبی بود دی جی جان ممنون واقعا سرعت ارسالم عالی یود بعلاوه بسته بندی خوب که محصول نسبت به قبل سالم و بهتر به دستمون میرسه,93,430,0.7634408602150538,0,-1,-1,-0.020617482037444623,-5.660052157050616,6.720936079391753,0.34429536794414833,0.3476499999923046,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,طول متن غیرمعمول (93 کلمه)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
با کیفیت به صرفه خوش قیمت,5.0,0,0,,True,7684639,370000,با کیفیت به صرفه خوش قیمت,6,25,1.0,0,-1,-1,-0.013924097528934476,-5.262117576526622,5.80686254321858,0.35196349937238924,0.11260921174907113,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
فوق العاده بی کیفیت و گران، ارزش خرید ندارد ,1.0,1,0,,True,7170823,927000,فوق العاده بی کیفیت و گران ارزش خرید ندارد,9,42,1.0,0,-1,-1,-0.020688404482942124,-5.16632091135282,5.868294358587365,0.3365781533768543,0.4476843853159991,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (1.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
نسبت به قیمت عالیه.راضی ام,5.0,0,0,,True,8384267,2139300,نسبت به قیمت عالیه راضی ام,6,26,1.0,0,-1,-1,-0.02560694277326797,-5.27162297490527,6.94646179686634,0.33454268608885207,0.5329530761826208,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
همینطوری خرید کردم اما خوب  بود و اثرش فوق العاده خوشبو هم هست,5.0,1,1,,True,2160966,241000,همینطوری خرید کردم اما خوب بود و اثرش فوق العاده خوشبو هم هست,13,61,1.0,0,-1,-1,-0.018062603114958442,-5.115093605842231,7.584899371556335,0.3579623280444484,0.5548016971054998,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
هم قیمت به صرفه هم ماندگاری عالی,5.0,0,0,,True,174839,1650000,هم قیمت به صرفه هم ماندگاری عالی,7,32,0.8571428571428571,0,-1,-1,-0.02351788277332223,-5.419679748873092,6.174502858400858,0.3326264852995945,0.040360361090807824,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
راضی هستم ممنون......,5.0,0,0,,True,90748,413000,راضی هستم ممنون,3,15,1.0,0,-1,-1,-0.01680271282792778,-4.750829163108733,4.7289923784743895,0.3356400102736698,0.0781836129000332,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
راضی هستم,0.0,0,0,,True,1948345,1750000,راضی هستم,2,9,1.0,0,-1,-1,-0.01312756763392614,-4.651511333800876,1.9615511664096865,0.31978876881721946,0.038646743749475056,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,طول متن غیرمعمول (2 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
راضیم لبامو بسیار نرم میکنه,5.0,0,0,,True,2882254,320000,راضیم لبامو بسیار نرم میکنه,5,27,1.0,0,-1,-1,-0.02444331275295375,-5.382966581968219,6.245090031866917,0.3310722358034458,0.10910908474122567,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
"من سرم و فوم شستشو صورت بایو رو این مدل(ابی پرنگ) یا همون سری اورژانسی ) که من 5 شنبه رسید دستم که ماسک سالیسیلیک اسید هم گرفته بودم که همه رو باهم استفاده میکنم 😂 ولی تا امروز خوب بوده و جوش های قدیمی زیر پوستی (چند ماهه زیر پوستمه) و بیرون نمیاد رو بیرون اورده که خب ممکنه استفاده کنید شاید فکر کنید به  پوستتون نخورده ولی چند هفته استفاده کنید ببینید نتجه چیه ، من بار اول سرم سفید (اون که بوی گلاب میده)رو داشتم و اصلا قوی نبود ولی این انگار قویه چون از وقتی خریدم دیروز صبج ۹ تا جوش داشتم و شب ۶ تا بود و کلا روزانه انگار هر روز جوش های زیر پوستیم بیرون میاد ولی زود خشک میشه (همون روز تقریبا) 
من اینجوری استفاده میکنم:
اولش صب که بیدار میشم صورتمو با فوم بایو آکوا همون ابی تیره کارتونش شبیه  کارتون همین سرم هستش میشورم و بعدش وقتی صورتم نیمه خیسه حدود ۴ قطره سرم میزنم کل صورتم تا شب ، کل روز هم اگه احساس کنم پوستم یکم آلودگی داره بازم میشورم و این بار ماسک سالیسیلیک اسید میزنم ولی خیلی کم چون صورت چسبناک میشه.
 شب قبل خاب صورتمو میشورم با همین فوم و یکم ماسک سالیسیلیک اسید میزنم و وقتی جذب شد هم سرم ضد جوش رو میزنم و صبح هم دیگه گفتم .
فعلا احساس میکنم یکم توی کم رنگ شدن جوشام تاثیر داشت ولی خب نمیتونم بگم خودش تنهایی برای من تأثیر داشت ،من باهم استفاده کردم . مرسی که خوندین🫶
.
.
.
۸ روز از خریدم گذشته و مثل روزای اول تاثیر نداره دیگه ولی التهابات جوش ها رو خیلی کم کرده  ولی زیر پوستی های سطحی رو داره در میاره
.
.
۱۷ فروردین دستم رسید و الان ۳۱ فروردین هست که  استفاده میکنم ولی قوی نیستن و زیر پوستی ها رو انگار در  میاره ولی خیلی کند پیش میره فقط جای جوش های قرمز رو قهوه ای کرده و کم رنگ تر ولی بد نیست
.
امرزو ۱ خرداد
چی بگم والا، اگه نقطه ای بزنید جوشو خشک میکنه ولی برای جوشای زیر پوستی خیلییی خوب نیست ولی فقططط نقطه ای رو جوش بزنید(جا های قرمز ) ولی خوشا رو خشک میکنه 
.
.
.

18 تیر :
جوش هام وقتی بیرون پوسته این ضد جوش التهاب رو میشه گفت میبره ولی جوش های من کیستی و دکتر گفت پاسچول هستن و با سرم و....  نمیره و باید قرص بخورم ولی اگه جوش های سر سفید دارید و خیلی بزرگ نیستن و توی پوستتون نیست این ضد جوش عالیه🥰",4.0,13,1,,True,5333465,813000,من سرم و فوم شستشو صورت بایو رو این مدل ابی پرنگ یا همون سری اورژانسی که من شنبه رسید دستم که ماسک سالیسیلیک اسید هم گرفته بودم که همه رو باهم استفاده می کنم ولی تا امروز خوب بوده و جوش های قدیمی زیر پوستی چند ماهه زیر پوستمه و بیرون نمیاد رو بیرون اورده که خب ممکنه استفاده کنید شاید فکر کنید به پوستتون نخورده ولی چند هفته استفاده کنید ببینید نتجه چیه من بار اول سرم سفید اون که بوی گلاب میده رو داشتم و اصلا قوی نبود ولی این انگار قویه چون از وقتی خریدم دیروز صبج تا جوش داشتم و شب تا بود و کلا روزانه انگار هر روز جوش های زیر پوستیم بیرون میاد ولی زود خشک میشه همون روز تقریبا من اینجوری استفاده می کنم اولش صب که بیدار میشم صورتمو با فوم بایو آکوا همون ابی تیره کارتونش شبیه کارتون همین سرم هستش میشورم و بعدش وقتی صورتم نیمه خیسه حدود قطره سرم می زنم کل صورتم تا شب کل روز هم اگه احساس کنم پوستم یکم آلودگی داره بازم میشورم و این بار ماسک سالیسیلیک اسید می زنم ولی خیلی کم چون صورت چسبناک میشه شب قبل خاب صورتمو میشورم با همین فوم و یکم ماسک سالیسیلیک اسید می زنم و وقتی جذب شد هم سرم ضد جوش رو می زنم و صبح هم دیگه گفتم فعلا احساس می کنم یکم توی کم رنگ شدن جوشام تاثیر داشت ولی خب نمیتونم بگم خودش تنهایی برای من تأثیر داشت من باهم استفاده کردم مرسی که خوندین روز از خریدم گذشته و مثل روزای اول تاثیر نداره دیگه ولی التهابات جوش ها رو خیلی کم کرده ولی زیر پوستی های سطحی رو داره در میاره فروردین دستم رسید و الان فروردین هست که استفاده می کنم ولی قوی نیستن و زیر پوستی ها رو انگار در میاره ولی خیلی کند پیش میره فقط جای جوش های قرمز رو قهوه ای کرده و کم رنگ تر ولی بد نیست امرزو خرداد چی بگم والا اگه نقطه ای بزنید جوشو خشک میکنه ولی برای جوشای زیر پوستی خیلی خوب نیست ولی فقط نقطه ای رو جوش بزنید جا های قرمز ولی خوشا رو خشک میکنه تیر جوش هام وقتی بیرون پوسته این ضد جوش التهاب رو میشه گفت میبره ولی جوش های من کیستی و دکتر گفت پاسچول هستن و با سرم و نمیره و باید قرص بخورم ولی اگه جوش های سر سفید دارید و خیلی بزرگ نیستن و توی پوستتون نیست این ضد جوش عالیه,412,1865,0.4878640776699029,1,-1,-1,-0.01861583160242719,-5.567489461257163,14.557320880645312,0.41840077819835625,5.950965434514845,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,طول متن غیرمعمول (412 کلمه)؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
ارزش خرید دارد و خوشبو است,4.0,0,0,,True,3868096,409000,ارزش خرید دارد و خوشبو است,6,26,1.0,0,-1,-1,-0.03185230179367887,-2.3538836680050075,8.011849989665581,0.32926951613790995,0.8500405658661824,-0.026150216236085322,0,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: LOF، KNN، Ensemble، Autoencoder
"این کتاب مناسب رده سنی نوجوان هست ک از پایه اموزش رو شروع کرده و ب رده های بالا رسیده
این کتاب از متوسط شروع و ب سطح پیشرفته میرسه همینجور ک بالا و بالاترر میره لول. ها
پیشنهاد میشه اگر مبتدی هستید قبل از خواندن این کتاب کتاب های مارک و یا مجیک تایم رو مطالعع کنید تا در خواندن این کتاب با مشکل عدم فهم رو ب رو نشید
بعد از اتمام این کتاب شما می تونید در صورت اموزش در اموزشگاه دیپلم متوسط سطح نوجوان رو دریافت کنید 
این کتاب. هارو فقط اموزشگاه های سیمین در کشور در رده سنی نوجوان اموزش میدهند 
امیدوارم توضیحات مفید بوده باشه",5.0,0,0,,False,7653020,1100000,این کتاب مناسب رده سنی نوجوان هست ک از پایه اموزش رو شروع کرده و ب رده های بالا رسیده این کتاب از متوسط شروع و ب سطح پیشرفته میرسه همینجور ک بالا و بالاترر میره لول ها پیشنهاد میشه اگر مبتدی هستید قبل از خواندن این کتاب کتاب های مارک و یا مجیک تایم رو مطالعع کنید تا در خواندن این کتاب با مشکل عدم فهم رو ب رو نشید بعد از اتمام این کتاب شما می تونید در صورت اموزش در اموزشگاه دیپلم متوسط سطح نوجوان رو دریافت کنید این کتاب هارو فقط اموزشگاه های سیمین در کشور در رده سنی نوجوان اموزش می دهند امیدوارم توضیحات مفید بوده باشه,112,522,0.5982142857142857,0,-1,-1,-0.005574158526981787,-5.70079277225587,6.415535245048233,0.37701668458173015,0.1569635983391564,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,طول متن غیرمعمول (112 کلمه)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
با توجه به قیمتش کیفیت معمولی داره,0.0,0,0,,True,839426,380000,با توجه به قیمتش کیفیت معمولی داره,7,34,1.0,0,-1,-1,-0.029902605025520945,-4.965104613761875,5.993220753989635,0.31598577911299,0.2552086413852231,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (0.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
نرم و مخملی میکنه پوست رو و خوشبو هم هست,4.0,0,0,,True,4201226,2070200,نرم و مخملی میکنه پوست رو و خوشبو هم هست,10,40,0.9,0,-1,-1,-0.0018296094681534703,-5.681148634551979,6.864548454385535,0.38981079932027035,0.09057497280239238,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,تأیید چند مدل: Isolation، KNN، Ensemble
راضی هستم,5.0,1,0,,True,1115689,795000,راضی هستم,2,9,1.0,0,-1,-1,-0.003514132934279657,-1.8941372498329834,0.6013018776952629,0.33038243819182805,0.026465309694621342,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,طول متن غیرمعمول (2 کلمه)؛ نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
برای خرید  خوبه,5.0,0,0,,True,921800,105000,برای خرید خوبه,3,14,1.0,0,-1,-1,-0.023915691543552386,-5.232085879562062,6.289101283879885,0.3327044584362188,0.05566109397636805,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
 بوی خوبی داره و مرطوب کنندگی هم حوبه و با توجه به قیمت مناسب خریدشو توصیه میکنم,0.0,0,0,,True,4028873,500000,بوی خوبی داره و مرطوب کنندگی هم حوبه و با توجه به قیمت مناسب خریدشو توصیه می کنم,18,80,0.9444444444444444,0,-1,-1,-0.00621906035883979,-5.7196871556437685,4.49066618384394,0.35845315659398896,0.35187287584478694,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (0.0)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
"من بخاطر اینکه توی کیف راحت بزارم خریدم
هم سایزش مناسبه هم بوش خیلی خوبه دوستان نوشتن بوی لیمو بنظرم بوی یاس میده بیشتر ، هم رطوبتش کافیه در کل خیلی راضی هستم",5.0,1,0,,True,3337664,352100,من بخاطر اینکه توی کیف راحت بزارم خریدم هم سایزش مناسبه هم بوش خیلی خوبه دوستان نوشتن بوی لیمو بنظرم بوی یاس میده بیشتر هم رطوبتش کافیه در کل خیلی راضی هستم,32,156,0.875,0,-1,-1,-0.002405080895946987,-5.714764278340144,4.0308698230239015,0.3633632048381543,0.26429939599628394,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
خبلی عطر خوش بو شیکی هست.راضیم از خریدم,5.0,1,1,,True,7637170,1610000,خبلی عطر خوش بو شیکی هست راضیم از خریدم,9,39,1.0,0,-1,-1,-0.014021540109616815,-4.589640401525815,7.347591306161336,0.36537728610442094,0.27408338625609463,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,5,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble، Autoencoder
"خوشبو بود
راضی بودم ",4.0,0,0,,True,4857366,1990000,خوشبو بود راضی بودم,4,19,1.0,0,-1,-1,-0.023703571215405173,-5.806262247677976,4.607495254869439,0.31831324991501303,0.22688594260887632,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، Ensemble، Autoencoder
خوراک پوست گندمیه. خوش رنگ  خوش بو، معرکه اس. ماندگاری قابل قبول، قیمت مناسب. خلاصه که خیلی راضی ام. ,5.0,0,0,,True,1731345,1245600,خوراک پوست گندمیه خوش رنگ خوش بو معرکه اس ماندگاری قابل قبول قیمت مناسب خلاصه که خیلی راضی ام,19,93,0.9473684210526316,0,-1,-1,-0.01882292518616857,-4.745674173186674,6.859573493717993,0.34974903011288844,0.1856479384802382,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,4,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble
خوب بودمن راضیم,5.0,0,0,,True,5925101,220000,خوب بودمن راضیم,3,15,1.0,0,-1,-1,-0.013860153440069856,-2.1206404801248535,3.647713728460753,0.33299467728510174,0.07039964136281007,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، LOF، Ensemble
جیبیی هست  خوب نبود,2.0,0,0,,True,3790305,240000,جیبیی هست خوب نبود,4,18,1.0,0,-1,-1,-0.023192541286601864,-1.4253289435347227,5.465183157221725,0.3271115631628027,0.1161746388538972,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,0,0.3064265381176661,1,0.19635706898523037,0,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، Ensemble
جنس معمولی و لی قیمت مناسب,3.0,0,0,,True,6878061,600000,جنس معمولی و لی قیمت مناسب,6,26,1.0,0,-1,-1,-0.018995279697736456,-4.6637808894088835,6.3811427871584705,0.3451066153888238,0.209263046092252,-0.026150216236085322,1,-4.831470228940646,1,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,5,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ تأیید چند مدل: Isolation، LOF، KNN، Ensemble، Autoencoder
من کناره ی ۴ متری رو گرفتم . با توجه به قیمتش واقعاً خوب بود ,5.0,0,0,,True,3214034,1700000,من کناره ی متری رو گرفتم با توجه به قیمتش واقعا خوب بود,13,55,1.0,0,-1,-1,-0.03308608856510126,-5.584067455491881,6.04446860727676,0.3089427673475856,0.24859706304762436,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
"نمیشه ارفاق داد 
با این قیمت گزینه های بهتری هست
کفی از مواد درجه چند و رویه فوم فوق العاده نامرغوب 
ضمنا مناسب پاهای خیلی پهن و پره و برای آدمهای لاغر و معمولی اثلا مناسب نیست.",1.0,1,0,,True,7554223,975000,نمیشه ارفاق داد با این قیمت گزینه های بهتری هست کفی از مواد درجه چند و رویه فوم فوق العاده نامرغوب ضمنا مناسب پاهای خیلی پهن و پره و برای آدمهای لاغر و معمولی اثلا مناسب نیست,37,174,0.8918918918918919,0,-1,-1,-0.02202251330554894,-5.6675460019454,6.555460661270594,0.33952135109598064,0.1278256271227938,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,امتیاز افراطی (1.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
جنس خوب با ظهر خوب نسبت به قیمت,5.0,1,0,,False,9187113,999000,جنس خوب با ظهر خوب نسبت به قیمت,8,31,0.875,0,-1,-1,-0.018338322037726118,-5.721727758095965,5.537331021414415,0.3391816818328637,0.08001414701037092,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,0,3,1,امتیاز افراطی (5.0)؛ تأیید چند مدل: Isolation، KNN، Ensemble
این سایز برای یک پسر۹ساله عالی بود که البته پسرم قدبلند ولاغر است ازنظر جنس راضی ورنگ زیبا,5.0,2,0,,True,10377940,1685000,این سایز برای یک پسر ساله عالی بود که البته پسرم قدبلند ولاغر است ازنظر جنس راضی ورنگ زیبا,19,90,1.0,0,-1,-1,-0.028221258579581687,-5.4578585808163895,5.9581499442597075,0.31963464289565585,0.2879484003633468,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
من خیلی راضی ام از خریدم، بسته بندی خوب ، کیفیت و قیمت مناسب,5.0,0,0,,True,5095055,1030000,من خیلی راضی ام از خریدم بسته بندی خوب کیفیت و قیمت مناسب,13,57,1.0,0,-1,-1,-0.03276081489437155,-5.679657543222195,6.892402077078961,0.3172172641875204,0.47202638875691677,-0.026150216236085322,0,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,3,1,نسبت واژه‌های یکتا نامعمول (1.00)؛ امتیاز افراطی (5.0)؛ تأیید چند مدل: KNN، Ensemble، Autoencoder
"با سلام به دوستان، من کرم پودر اینلی رنگ شماره ۳۰ رو مدتی استفاده کردم و دارم نظر خودمو مینویسم.
این کرمپودر برعکس چیزی که من اکثرا تو نظرها خوندم گفتن این شمارش تن رنگیش زردی داره!!! اما بشدت تن رنگیش نارنجی هست نه زرد! من پوستم نرمال رو به خشک هست و رنگ پوستم گندمی رو به سبزه، این کرم برای پوست من بشدت تیره و بدرنگ بود که منو نارنجی کرد و برای پوست منه نرمال اصلا مات نبود،بسیار آبکی و غلظت خیلی ضعیفی داشت ، و حتی خط خنده میفته رو پوست، من با مرطوب کننده تست کردم حتی پودر هم بعدش زدم این کرم بشدت اکسید میشه جوری ک من تست رنگشو رو پوست حتی دیده بودم اما وقتی پخش میشه رنگش خیلی تیرتر میشه و بعد تایم کوتاهی تیرتر هم میشه! کاورش خیلی ضعیفه اگر بدنبال یه کرمپودر با این رنج قیمت میگردید من پیشنهادم کرم پودر بیجورکا مدل covermax هستش ،من از همین دیجی کلا خریدمش و بشدت راضی بودم رنگبندی زیادی هم داره من شماره ۱۰۶ رو میزنم،کاورشم مناسبه، فقط خواستم یبار تست کنم کرمپودر اینلی رو اما اصلا راضی نبودم",1.2,5,0,,False,130666,1350000,با سلام به دوستان من کرم پودر اینلی رنگ شماره رو مدتی استفاده کردم و دارم نظر خودمو می نویسم این کرمپودر برعکس چیزی که من اکثرا تو نظرها خوندم گفتن این شمارش تن رنگیش زردی داره اما بشدت تن رنگیش نارنجی هست نه زرد من پوستم نرمال رو به خشک هست و رنگ پوستم گندمی رو به سبزه این کرم برای پوست من بشدت تیره و بدرنگ بود که منو نارنجی کرد و برای پوست منه نرمال اصلا مات نبود بسیار آبکی و غلظت خیلی ضعیفی داشت و حتی خط خنده میفته رو پوست من با مرطوب کننده تست کردم حتی پودر هم بعدش زدم این کرم بشدت اکسید میشه جوری ک من تست رنگشو رو پوست حتی دیده بودم اما وقتی پخش میشه رنگش خیلی تیرتر میشه و بعد تایم کوتاهی تیرتر هم میشه کاورش خیلی ضعیفه اگر بدنبال یه کرمپودر با این رنج قیمت می گردید من پیشنهادم کرم پودر بیجورکا مدل covermax هستش من از همین دیجی کلا خریدمش و بشدت راضی بودم رنگبندی زیادی هم داره من شماره رو می زنم کاورشم مناسبه فقط خواستم یبار تست کنم کرمپودر اینلی رو اما اصلا راضی نبودم,190,885,0.6105263157894737,0,-1,-1,-0.0017624450152907145,-5.767702328225893,6.717272428510017,0.38866482654774465,0.4608520213140172,-0.026150216236085322,1,-4.831470228940646,0,5.491725233239491,1,0.3064265381176661,1,0.19635706898523037,1,4,1,طول متن غیرمعمول (190 کلمه)؛ الگوی تعامل نامتوازن؛ تأیید چند مدل: Isolation، KNN، Ensemble، Autoencoder
